iter	Poisson
139	0.2098657556
140	0.2098340698
141	0.209798105
142	0.2094783867
143	0.2094408969
144	0.2091602868
145	0.2091170976
146	0.2090827193
147	0.2090441467
148	0.209006714
149	0.2089817127
150	0.2089564745
151	0.2089404912
152	0.2082822321
153	0.2082664981
154	0.2082405927
155	0.2080378137
156	0.2080061571
157	0.207992876
158	0.2079782798
159	0.207968098
160	0.2079260115
161	0.2078783492
162	0.2078518564
163	0.2078337187
164	0.2078132826
165	0.2077079399
166	0.2075310499
167	0.2075170827
168	0.2073538077
169	0.2073393755
170	0.2073319627
171	0.2073135354
172	0.2073077595
173	0.2072716091
174	0.2072574239
175	0.2072387836
176	0.2065723776
177	0.20656877
178	0.2065314738
179	0.2065093555
180	0.2065039531
181	0.2064999565
182	0.2064915291
183	0.2064853052
184	0.2064813419
185	0.2064519135
186	0.2064157943
187	0.2063790207
188	0.206362388
189	0.206354748
190	0.2061660759
191	0.206143641
192	0.2061367748
193	0.206124599
194	0.2061156083
195	0.2061037603
196	0.2060993827
197	0.2060924526
198	0.2060663841
199	0.2060450573
200	0.2060377991
201	0.20603079
202	0.2060271574
203	0.2060222948
204	0.205993756
205	0.2059872215
206	0.2059822714
207	0.2059722907
208	0.2054943029
209	0.2054738774
210	0.2054508099
211	0.2054344988
212	0.2053976287
213	0.2053936782
214	0.2053686559
215	0.2053358981
216	0.2053183261
217	0.2052846978
218	0.2052809735
219	0.2052725153
220	0.2052323217
221	0.2052291806
222	0.2052232649
223	0.2052171228
224	0.2052085393
225	0.205187415
226	0.2051626932
227	0.2051356461
228	0.2051039044
229	0.2036856532
230	0.2036771355
231	0.2025291029
232	0.2016405504
233	0.2008415725
234	0.2002655784
235	0.1997930709
236	0.1993911242
237	0.1992171563
238	0.1990416945
239	0.1986982161
240	0.1983468701
241	0.1981951706
242	0.1979138374
243	0.1978057256
244	0.1976885382
245	0.1975775986
246	0.1974771892
247	0.1973871033
248	0.197322084
249	0.197222528
250	0.197132051
251	0.1970740718
252	0.1969176058
253	0.1967811449
254	0.1966583175
255	0.1966142159
256	0.196535683
257	0.1964893266
258	0.1963643506
259	0.1963142225
260	0.196220806
261	0.1961618535
262	0.196081574
263	0.1960161929
264	0.1959571719
265	0.195922094
266	0.1958539745
267	0.1957849748
268	0.1957044441
269	0.1956294804
270	0.1956086397
271	0.195559829
272	0.195491936
273	0.1954462317
274	0.1954268049
275	0.195412591
276	0.1953506513
277	0.1953033168
278	0.1952979355
279	0.1952784347
280	0.195244883
281	0.1952235757
282	0.1952173437
283	0.1952067032
284	0.1952012204
285	0.195193344
286	0.1951785773
287	0.1951740073
288	0.195150481
289	0.1951460764
290	0.1951316221
291	0.1951049096
292	0.1950991659
293	0.1950634702
294	0.1950503237
295	0.1950320822
296	0.1950048302
297	0.1949821878
298	0.1949770381
299	0.1949579053
300	0.1949303692
301	0.1949268241
302	0.1949221919
303	0.1949044397
304	0.1949017381
305	0.1948793765
306	0.1948603808
307	0.1948551714
308	0.1948278471
309	0.194825694
310	0.1947923349
311	0.1947755801
312	0.1947730058
313	0.1947601841
314	0.1947435464
315	0.1947312416
316	0.1947279701
317	0.1947169739
318	0.1947064462
319	0.1947001329
320	0.1946848705
321	0.1946734982
322	0.1946522043
323	0.1946384563
324	0.194623341
325	0.1946201507
326	0.1946086366
327	0.1946067326
328	0.1945879698
329	0.1945775039
330	0.1945521222
331	0.1945318832
332	0.1945296865
333	0.1945095666
334	0.1944948076
335	0.1944774681
336	0.194452429
337	0.1944417453
338	0.194429699
339	0.1944293833
340	0.1944149359
341	0.1944131334
342	0.1944042305
343	0.1943974468
344	0.1943913216
345	0.1943896487
346	0.1943795493
347	0.1943689667
348	0.1943662512
349	0.1943599185
350	0.1943516174
351	0.1943464358
352	0.1943367731
353	0.194330817
354	0.1943253413
355	0.1943154115
356	0.1943069512
357	0.1942983638
358	0.1942852661
359	0.194272605
360	0.194250079
361	0.1942427191
362	0.1942390061
363	0.1942163406
364	0.1941965998
365	0.1941832209
366	0.1941823611
367	0.1941728308
368	0.1941494151
369	0.194146834
370	0.1941287734
371	0.1941198512
372	0.1941123069
373	0.1940967248
374	0.1940799662
375	0.1940669704
376	0.194056749
377	0.1940511594
378	0.1940403778
379	0.1940283779
380	0.1940120833
381	0.1939991509
382	0.1939892751
383	0.1939740422
384	0.1939711298
385	0.1939632981
386	0.1939582101
387	0.1939435741
388	0.1939400081
389	0.1939177586
390	0.1938952382
391	0.1938942388
392	0.1938875
393	0.1938770848
394	0.1938662136
395	0.1938563664
396	0.1938368378
397	0.1938299228
398	0.1938125096
399	0.1938006972
400	0.1937809878
401	0.1937754187
402	0.1937743353
403	0.1937682996
404	0.1937606193
405	0.1937402953
406	0.1937287585
407	0.1937253159
408	0.1937117381
409	0.1936980872
410	0.1936882765
411	0.1936830436
412	0.1936696979
413	0.1936651641
414	0.1936190552
415	0.1936143914
416	0.1935832849
417	0.1935642549
418	0.1935575394
419	0.1935416495
420	0.1935352261
421	0.1935196687
422	0.1935065667
423	0.1934989205
424	0.1934949048
425	0.1934907419
426	0.193474934
427	0.1934650439
428	0.1934627746
429	0.1934509602
430	0.1934139974
431	0.1934088264
432	0.1934016255
433	0.1933870804
434	0.1933527255
435	0.193347144
436	0.1933276588
437	0.1933194529
438	0.1933129799
439	0.1932916496
440	0.1932896236
441	0.1932814938
442	0.1932774454
443	0.1932735068
444	0.1932707543
445	0.1932683997
446	0.1932646911
447	0.1932539327
448	0.1932511508
449	0.1932461056
450	0.1932409871
451	0.1932365807
452	0.1932249326
453	0.1932134433
454	0.1932091365
455	0.1932050808
456	0.1930347206
457	0.1930309307
458	0.1930233042
459	0.1930183336
460	0.1930148266
461	0.1930125391
462	0.1930100417
463	0.1929987987
464	0.1929691946
465	0.1929621991
466	0.1929612862
467	0.1929307323
468	0.1929088643
469	0.1929019614
470	0.1927029948
471	0.1926846939
472	0.1926771816
473	0.1926738057
474	0.1926684417
475	0.1926554654
476	0.1926504868
477	0.1926171749
478	0.1924376309
479	0.1924353043
480	0.1924259803
481	0.1924239825
482	0.1924229505
483	0.1923965996
484	0.1923933491
485	0.1923867766
486	0.1923809706
487	0.1923731176
488	0.1923561153
489	0.1923506799
490	0.192345414
491	0.1923356914
492	0.1923288579
493	0.1923211653
494	0.1923103841
495	0.1922596255
496	0.1922453097
497	0.1922352486
498	0.1922306931
499	0.1922274317
500	0.1922137244
501	0.1922089226
502	0.1921998027
503	0.1921936561
504	0.1921852492
505	0.1921582275
506	0.1921495768
507	0.1921304302
508	0.192104171
509	0.1920961752
510	0.1920945886
511	0.1920815948
512	0.1920807733
513	0.1920579764
514	0.1920522764
515	0.1920437475
516	0.1920394293
517	0.1920379222
518	0.1920357699
519	0.1920317281
520	0.1920126217
521	0.1920000086
522	0.1919992513
523	0.1919923278
524	0.191986706
525	0.1919739328
526	0.191965607
527	0.1919540378
528	0.1919445991
529	0.1919342948
530	0.191930103
531	0.1919193874
532	0.1919170647
533	0.1919091766
534	0.1919052348
535	0.1919016457
536	0.1918928333
537	0.1918876632
538	0.1918869856
539	0.1918842889
540	0.1918769543
541	0.1918712982
542	0.1918656115
543	0.1918544007
544	0.1918506605
545	0.1918475454
546	0.1918393016
547	0.1918309163
548	0.1918231578
549	0.191818112
550	0.1917330263
551	0.1917223682
552	0.1917151403
553	0.1916849988
554	0.191504724
555	0.1915001295
556	0.1914900979
557	0.1914848966
558	0.1914793177
559	0.1914730358
560	0.1914521299
561	0.1914169006
562	0.191413305
563	0.191411111
564	0.1914080889
565	0.1913934914
566	0.1913871521
567	0.1913866688
568	0.1913862137
569	0.1913860277
570	0.1913856015
571	0.1913828139
572	0.1913822202
573	0.1913739177
574	0.1913499601
575	0.1913496528
576	0.1913476445
577	0.191344668
578	0.1913427077
579	0.1913382365
580	0.1913283182
581	0.1913235827
582	0.1913189684
583	0.1913075172
584	0.191299757
585	0.1912993665
586	0.1912989422
587	0.1912956359
588	0.1912952389
589	0.1912948984
590	0.191278344
591	0.1912533247
592	0.1912459804
593	0.1912379085
594	0.1911784992
595	0.1911601265
596	0.1911526507
597	0.1911434451
598	0.1911430851
599	0.1911409107
600	0.1911297429
601	0.1911208154
602	0.1911123763
603	0.1911053438
604	0.1910991588
605	0.1910988195
606	0.1910987469
607	0.1905552624
608	0.1905417644
609	0.1905359488
610	0.1905349445
611	0.1905338328
612	0.1905263774
613	0.190521041
614	0.1905206249
615	0.1905144416
616	0.1905109239
617	0.1905064417
618	0.1904953157
619	0.1904884379
620	0.1904835592
621	0.1904794355
622	0.1904787333
623	0.1904784386
624	0.1904663272
625	0.1904511247
626	0.1904504268
627	0.1904476144
628	0.190447181
629	0.190441384
630	0.1904290284
631	0.1904240536
632	0.1904214376
633	0.190419072
634	0.1904160095
635	0.1894540619
636	0.188575594
637	0.187823317
638	0.1871960726
639	0.1866663396
640	0.1862077111
641	0.1858117489
642	0.1854718029
643	0.1851799975
644	0.1849338508
645	0.1847143285
646	0.1845282134
647	0.1843569212
648	0.1842084501
649	0.1840772996
650	0.1839568008
651	0.1838488167
652	0.183747811
653	0.1836558535
654	0.1835773598
655	0.1835032013
656	0.1834118743
657	0.1833263936
658	0.1832642214
659	0.1831883405
660	0.1831390212
661	0.1830910579
662	0.1830138187
663	0.1829496287
664	0.1828794166
665	0.1828334574
666	0.182768484
667	0.1827149614
668	0.1826829752
669	0.1826234587
670	0.1825671584
671	0.1825201738
672	0.1824936875
673	0.1824440341
674	0.1823964737
675	0.1823528097
676	0.1823310211
677	0.182308629
678	0.1822892369
679	0.182269968
680	0.1822570714
681	0.1822428394
682	0.1822314255
683	0.182222058
684	0.1822037719
685	0.1821702395
686	0.1821577769
687	0.1821406067
688	0.1821224642
689	0.1820738789
690	0.1820448206
691	0.1820173114
692	0.18201052
693	0.1819990215
694	0.1819835006
695	0.1819367964
696	0.1819293185
697	0.1819204712
698	0.1818807268
699	0.1818685815
700	0.1818271917
701	0.181815829
702	0.1818045709
703	0.1817970645
704	0.1817898748
705	0.1817829529
706	0.1817451759
707	0.1817390842
708	0.1817349533
709	0.1817265794
710	0.1817228264
711	0.1817140641
712	0.1817057982
713	0.1816694607
714	0.1816638589
715	0.1816564471
716	0.1816559732
717	0.1816555606
718	0.1808014504
719	0.1807975575
720	0.18079414
721	0.1807842415
722	0.180778622
723	0.1807677136
724	0.1807624846
725	0.1807575544
726	0.1807481983
727	0.1807435926
728	0.1807330739
729	0.1807285484
730	0.1807187115
731	0.1807146541
732	0.1807068315
733	0.180683477
734	0.1806059994
735	0.1805991934
736	0.18059628
737	0.1805855382
738	0.1805836086
739	0.1803753444
740	0.1803744455
741	0.1803658885
742	0.1803619156
743	0.1803535562
744	0.180347202
745	0.1803358514
746	0.1803276762
747	0.1803213043
748	0.1803163781
749	0.1803081374
750	0.180304025
751	0.1802608996
752	0.1802597048
753	0.1802520351
754	0.1800595374
755	0.1800569455
756	0.1800536188
757	0.180043669
758	0.180041198
759	0.1800372876
760	0.1800287747
761	0.1799415101
762	0.179928206
763	0.1799256663
764	0.1799197954
765	0.1799187471
766	0.1799099308
767	0.1798900527
768	0.1798894957
769	0.1798888162
770	0.1798796424
771	0.1798730893
772	0.1798724696
773	0.1798526793
774	0.1798473325
775	0.1798412317
776	0.1798389912
777	0.1798346543
778	0.1798264184
779	0.1798256456
780	0.1798173346
781	0.1798158629
782	0.1798139574
783	0.1798083667
784	0.1797465338
785	0.1797419618
786	0.1797401588
787	0.1797389002
788	0.1797367225
789	0.1797358998
790	0.1797275996
791	0.1797219727
792	0.179716729
793	0.1797053407
794	0.179700587
795	0.1796978401
796	0.1796943727
797	0.1796881437
798	0.1796792537
799	0.1796614747
800	0.1796568554
801	0.1796564925
802	0.1796560403
803	0.179655615
804	0.1796463801
805	0.1796311249
806	0.1796298212
807	0.1796285459
808	0.1796224271
809	0.1796170808
810	0.1796138619
811	0.1794601973
812	0.1794571313
813	0.1793987163
814	0.1793528642
815	0.179350834
816	0.1793438186
817	0.1793413211
818	0.1793326878
819	0.179328474
820	0.17932675
821	0.1791851888
822	0.1791770113
823	0.1791624763
824	0.1791455858
825	0.1791354497
826	0.1791325392
827	0.1791271758
828	0.1791169674
829	0.1791129038
830	0.1791106037
831	0.1791030754
832	0.1790966889
833	0.1790896662
834	0.1790847062
835	0.1790830782
836	0.1790826172
837	0.1790799045
838	0.1790272796
839	0.1790271931
840	0.1790269476
841	0.1790254113
842	0.1789746547
843	0.1789745687
844	0.178974487
845	0.1789733518
846	0.1789731271
847	0.178972918
848	0.1789702538
849	0.1789663277
850	0.1789578296
851	0.1789100388
852	0.1789095816
853	0.1789093856
854	0.1789039073
855	0.1789013828
856	0.1788923509
857	0.1788859999
858	0.1788842767
859	0.1788786485
860	0.1788735816
861	0.1788732069
862	0.1788650041
863	0.1788605394
864	0.1788582282
865	0.178852873
866	0.1788471046
867	0.1788369545
868	0.1788313088
869	0.1788262106
870	0.1788258894
871	0.1788118695
872	0.1788088198
873	0.1787960964
874	0.1787939044
875	0.1786741988
876	0.1786731501
877	0.178672884
878	0.178671917
879	0.1786673771
880	0.1786229162
881	0.1786200523
882	0.178531767
883	0.1785208989
884	0.1785134217
885	0.1785070387
886	0.1785009655
887	0.178497771
888	0.178497241
889	0.1784967433
890	0.1784862493
891	0.1784844248
892	0.1784839597
893	0.1784792929
894	0.1784377166
895	0.1784342029
896	0.1784304997
897	0.1784271569
898	0.1784225665
899	0.1784148587
900	0.1784128648
901	0.1784030872
902	0.1783987691
903	0.1783858244
904	0.1783802408
905	0.1783763036
906	0.1783758768
907	0.178372748
908	0.1783724724
909	0.1783692355
910	0.1783683854
911	0.178363534
912	0.1783612677
913	0.1783601637
914	0.1783469455
915	0.1783420803
916	0.1783376928
917	0.1783358613
918	0.178335464
919	0.178330907
920	0.1783273375
921	0.1783269618
922	0.1783257388
923	0.1783252058
924	0.1783131086
925	0.1783109785
926	0.1783057543
927	0.1783031682
928	0.1783002943
929	0.1782609327
930	0.1782495906
931	0.1781304689
932	0.1780897978
933	0.178086617
934	0.1780219596
935	0.1780189851
936	0.1780168855
937	0.17801112
938	0.178009027
939	0.1780058831
940	0.1779945031
941	0.1779941299
942	0.1779914174
943	0.1779910657
944	0.1779881521
945	0.1779878194
946	0.177984859
947	0.1779828972
948	0.177982583
949	0.1779786567
950	0.1779681556
951	0.1779654047
952	0.177965107
953	0.1779648261
954	0.1779547246
955	0.1779439845
956	0.1779327639
957	0.1779321955
958	0.1779203124
959	0.1778987165
960	0.1778985673
961	0.1778983032
962	0.1778977794
963	0.1778970985
964	0.1778929309
965	0.1776013496
966	0.1775967943
967	0.1775931451
968	0.1775785019
969	0.1775757307
970	0.1775736904
971	0.1775717521
972	0.1775367965
973	0.1775334217
974	0.1775205856
975	0.1775156679
976	0.1775115022
977	0.1775090457
978	0.1775057313
979	0.1773970256
980	0.1773905417
981	0.1773871051
982	0.1773845179
983	0.1773768605
984	0.177375217
985	0.1773712873
986	0.1773592701
987	0.1773540828
988	0.1773522161
989	0.1773504602
990	0.177345089
991	0.1773411174
992	0.1773335619
993	0.1773317854
994	0.1773293541
995	0.1773264228
996	0.1773245711
997	0.1773197445
998	0.1773172349
999	0.1773129484
